iter	Logloss
161	0.09871515952
162	0.0982451754
163	0.09769868803
164	0.09718947068
165	0.09662177991
166	0.09616502946
167	0.09556612123
168	0.09518254743
169	0.09477509916
170	0.09443986475
171	0.09401861816
172	0.09365983646
173	0.09319400463
174	0.09281273629
175	0.09243158595
176	0.09193254836
177	0.09136872454
178	0.09096245611
179	0.09065296129
180	0.09038415231
181	0.09008214355
182	0.08963927366
183	0.0892772408
184	0.08900407448
185	0.08864372679
186	0.08834442794
187	0.08808323384
188	0.08766467681
189	0.08730111009
190	0.08687393314
191	0.08656987852
192	0.08628527434
193	0.08605410034
194	0.08580526376
195	0.08546373733
196	0.08514960205
197	0.08465230072
198	0.08435716337
199	0.08419178093
200	0.08406391667
201	0.08384084735
202	0.08366707776
203	0.08331126856
204	0.08314833205
205	0.08286882291
206	0.08256371838
207	0.08235421334
208	0.08214728845
209	0.08188019636
210	0.08158701805
211	0.08136908091
212	0.08102824282
213	0.08086131692
214	0.08066744139
215	0.08039695561
216	0.08003477175
217	0.07981302206
218	0.07966303484
219	0.0793475148
220	0.07918825395
221	0.07897492777
222	0.07877335927
223	0.07848592703
224	0.07835285686
225	0.07807259981
226	0.07792283193
227	0.07776937427
228	0.07763426395
229	0.07735431737
230	0.0770848028
231	0.07689428997
232	0.07664382946
233	0.07645548203
234	0.07624866329
235	0.07600802201
236	0.0758067814
237	0.07563986435
238	0.07537499741
239	0.0751216452
240	0.07493329834
241	0.07469449022
242	0.07444354022
243	0.0742448092
244	0.07404742432
245	0.07388606393
246	0.07378008423
247	0.07358209018
248	0.07329122814
249	0.07312202786
250	0.07296710296
251	0.07271754945
252	0.07247546656
253	0.07224436144
254	0.07207330047
255	0.07186691972
256	0.07171793884
257	0.07160523443
258	0.0714736491
259	0.07127474837
260	0.07111239506
261	0.07096465498
262	0.07071281656
263	0.07061056841
264	0.07044504696
265	0.07030834285
266	0.07008944251
267	0.06995112055
268	0.06985199773
269	0.06968818863
270	0.0696135539
271	0.06954385526
272	0.06936949426
273	0.06927782983
274	0.06919235431
275	0.06906869615
276	0.06896672694
277	0.06889021053
278	0.06878162732
279	0.06867728178
280	0.06857154278
281	0.0684717981
282	0.06833570938
283	0.06813726308
284	0.06799391865
285	0.06781955926
286	0.06767619573
287	0.06743331499
288	0.067276076
289	0.06721157507
290	0.06714366159
291	0.06701069089
292	0.06689361016
293	0.06672701265
294	0.06661206571
295	0.06641945415
296	0.06628503045
297	0.06610187266
298	0.06598170559
299	0.06580816352
300	0.0657053315
301	0.06557951479
302	0.06551070047
303	0.06538367255
304	0.06528426113
305	0.06517215964
306	0.0650968974
307	0.06499209204
308	0.06489663436
309	0.06480417469
310	0.06470520135
311	0.06465833428
312	0.0645749345
313	0.06441479293
314	0.06431919035
315	0.06419335084
316	0.064006232
317	0.06395948237
318	0.0638646845
319	0.06371354568
320	0.06359709616
321	0.06353704074
322	0.06337900098
323	0.06324952041
324	0.06314224188
325	0.06304035395
326	0.06293655914
327	0.06289505166
328	0.06273323884
329	0.06265379096
330	0.06255935261
331	0.06250287524
332	0.06236636551
333	0.0623012874
334	0.06220842989
335	0.06210815156
336	0.06200766929
337	0.06191229948
338	0.06175900849
339	0.06169800064
340	0.06165235376
341	0.06152171376
342	0.06143170591
343	0.061331996
344	0.0612483669
345	0.06120152454
346	0.06116345494
347	0.06107203443
348	0.0610344518
349	0.06093847918
350	0.0608219821
351	0.06077098575
352	0.06066620583
353	0.0606256431
354	0.06056826089
355	0.06050734785
356	0.06042786587
357	0.06036607228
358	0.06025909629
359	0.06017868705
360	0.06013382921
361	0.06006534646
362	0.0599554251
363	0.05988385446
364	0.05980689341
365	0.05974190395
366	0.05960323098
367	0.05945243949
368	0.05931625977
369	0.05920068198
370	0.05912068419
371	0.0590047841
372	0.0589545145
373	0.05883233223
374	0.05874924779
375	0.0586699272
376	0.05859084394
377	0.05847426989
378	0.05841846374
379	0.05836731814
380	0.05826469422
381	0.05818020363
382	0.05808370515
383	0.05795890668
384	0.05786744201
385	0.05778366075
386	0.05771767982
387	0.05769177518
388	0.05762768
389	0.05753741508
390	0.05751673273
391	0.05747537573
392	0.05740627691
393	0.05731786219
394	0.05728365043
395	0.05717740377
396	0.0570894373
397	0.05706244215
398	0.05702610768
399	0.05698226889
400	0.05689314855
401	0.05683776629
402	0.05677290557
403	0.05665910488
404	0.05659232883
405	0.05651536835
406	0.05644555114
407	0.05638575042
408	0.0563386639
409	0.05625644017
410	0.05621137883
411	0.05619460678
412	0.05615488798
413	0.05613616545
414	0.05602886524
415	0.05595377645
416	0.0558965894
417	0.05584650884
418	0.0557809788
419	0.05573470454
420	0.0556304634
421	0.05560172279
422	0.0555448493
423	0.05542131287
424	0.05538026743
425	0.05533387742
426	0.0552661272
427	0.05520898847
428	0.05509749427
429	0.05504440703
430	0.05493249938
431	0.05485117582
432	0.05479465651
433	0.05474359983
434	0.05469486117
435	0.05461383856
436	0.05450656257
437	0.05444668139
438	0.0543793958
439	0.05429882852
440	0.05428369583
441	0.05421175421
442	0.05412652414
443	0.05406872488
444	0.05399769467
445	0.05391973016
446	0.0538636655
447	0.05381885429
448	0.053725267
449	0.05367393663
450	0.05360945204
451	0.05356975754
452	0.05348522315
453	0.05345856884
454	0.05336695731
455	0.05331149728
456	0.05324493673
457	0.05315154614
458	0.05307855326
459	0.05300801927
460	0.05294877522
461	0.05290269463
462	0.05283761741
463	0.05273550699
464	0.05267832662
465	0.05263766238
466	0.05255847237
467	0.05251805026
468	0.05244296937
469	0.05241597229
470	0.05236859767
471	0.05232709762
472	0.05223056498
473	0.05212012143
474	0.05206749485
475	0.05196813352
476	0.05188950674
477	0.05182734289
478	0.05177653124
479	0.05168686552
480	0.05164174287
481	0.05154386355
482	0.051459535
483	0.05138662028
484	0.0513064615
485	0.05126083675
486	0.05118364093
487	0.05113701994
488	0.05104014622
489	0.05095417248
490	0.05090580639
491	0.05085195555
492	0.05080031004
493	0.05073024819
494	0.05066594158
495	0.05059862183
496	0.05055072493
497	0.05051195649
498	0.05049791835
499	0.05043347482
500	0.05029462189
501	0.05025717873
502	0.05019295119
503	0.05014787462
504	0.05008096787
505	0.0500034405
506	0.0499507223
507	0.04989846742
508	0.04983250931
509	0.04977113328
510	0.04970833672
511	0.04966372153
512	0.04961124081
513	0.04956752631
514	0.04950767522
515	0.04946945525
516	0.04937882175
517	0.0493298171
518	0.04928527222
519	0.04921767794
520	0.04917558561
521	0.04912423444
522	0.04905442731
523	0.0490271069
524	0.0489328254
525	0.04887399927
526	0.0488471459
527	0.04881107182
528	0.0487661335
529	0.04872172882
530	0.04867763896
531	0.04861785194
532	0.04855818484
533	0.0484906417
534	0.04844132946
535	0.04837741938
536	0.04832159057
537	0.04822215346
538	0.04816100067
539	0.04807501802
540	0.04804127054
541	0.04795833689
542	0.04794369322
543	0.04785345503
544	0.04781142216
545	0.04774350029
546	0.04766741568
547	0.0476371963
548	0.04756419281
549	0.04748338163
550	0.04742295387
551	0.04738803075
552	0.04731968168
553	0.04728342642
554	0.04724016636
555	0.04719862844
556	0.04714536189
557	0.0470737147
558	0.04705514099
559	0.04700630081
560	0.046969971
561	0.04692889571
562	0.04688542868
563	0.04684181878
564	0.04677429392
565	0.04670375397
566	0.04666339574
567	0.04664150084
568	0.04655389433
569	0.04650171228
570	0.04646255165
571	0.04642442894
572	0.04636263258
573	0.04631610789
574	0.0462948823
575	0.04625571755
576	0.04621790725
577	0.04616379215
578	0.04613510474
579	0.04606341523
580	0.04604327186
581	0.04598097099
582	0.04594638274
583	0.04590944207
584	0.04588442346
585	0.04582268965
586	0.04578263563
587	0.04571685539
588	0.04567779202
589	0.04564189068
590	0.04554123739
591	0.04548373401
592	0.04544867797
593	0.04537633083
594	0.04535487439
595	0.04533372898
596	0.04528492915
597	0.04519661927
598	0.04512176475
599	0.04506043953
600	0.04502396318
601	0.04495850322
602	0.04491874689
603	0.04490516759
604	0.04489019698
605	0.04480120607
606	0.0447491291
607	0.04472762464
608	0.04466108751
609	0.04460720074
610	0.04453040222
611	0.04447665197
612	0.04443556072
613	0.04441197615
614	0.04435019357
615	0.04427633375
616	0.04421419859
617	0.04415638593
618	0.04412178287
619	0.04409127472
620	0.04404008755
621	0.04396181083
622	0.04392139389
623	0.04387121468
624	0.04380591576
625	0.04376779736
626	0.04375441456
627	0.04372703659
628	0.04361909894
629	0.04356461951
630	0.04349964176
631	0.04347357354
632	0.04344982934
633	0.04341680077
634	0.0433780345
635	0.04335649226
636	0.04329695312
637	0.0432437339
638	0.04320744703
639	0.04315591903
640	0.04310321384
641	0.0430515157
642	0.04301143272
643	0.0429301683
644	0.0428366228
645	0.04273988319
646	0.04268180344
647	0.04262272666
648	0.04258689458
649	0.04254526557
650	0.04247358391
651	0.04241662919
652	0.04238237324
653	0.04232555271
654	0.04230503589
655	0.04223924668
656	0.04220299202
657	0.04213714288
658	0.04208360927
659	0.04205073213
660	0.04199654364
661	0.0419696685
662	0.04189265564
663	0.04185444046
664	0.04179754435
665	0.04173326624
666	0.04170519307
667	0.04167359533
668	0.04163248272
669	0.04160905369
670	0.04156725351
671	0.04154720695
672	0.04151737959
673	0.0414340508
674	0.04140114326
675	0.04133809805
676	0.04130620196
677	0.04126320382
678	0.04122479533
679	0.04117317511
680	0.04114079474
681	0.04106722218
682	0.04102942693
683	0.04099777332
684	0.04093344561
685	0.04089309767
686	0.04084391794
687	0.04081205188
688	0.0407864372
689	0.04073272506
690	0.04066276382
691	0.04063475492
692	0.04060298132
693	0.04055470141
694	0.0405020593
695	0.04046433064
696	0.04044013178
697	0.04034460227
698	0.04029015681
699	0.04024106617
700	0.04018781178
701	0.04011483699
702	0.04006279302
703	0.04001616773
704	0.03994925896
705	0.03988123925
706	0.03979784813
707	0.03976480133
708	0.03973603402
709	0.03967809805
710	0.03960611974
711	0.03955877009
712	0.03947973083
713	0.03940248147
714	0.03932496903
715	0.03930146185
716	0.03927878059
717	0.03923114056
718	0.03918522094
719	0.03913552472
720	0.03906979543
721	0.03902152483
722	0.03896869965
723	0.03891330915
724	0.0388774152
725	0.03879746307
726	0.03875781678
727	0.03871200932
728	0.03868972176
729	0.038623288
730	0.0385777507
731	0.03852951565
732	0.03844477347
733	0.03835056322
734	0.03830302291
735	0.03822980351
736	0.03817630049
737	0.03811130585
738	0.03802613254
739	0.03794904055
740	0.03791300032
741	0.03787660124
742	0.03783878515
743	0.03780224967
744	0.03775491663
745	0.03770843186
746	0.03767207448
747	0.03758268134
748	0.03753660399
749	0.03747524351
750	0.03740659992
751	0.03735148927
752	0.03729775896
753	0.03728114006
754	0.03724133181
755	0.03721318455
756	0.037182618
757	0.03716069085
758	0.03709859331
759	0.03706240882
760	0.03704901565
761	0.03699462666
762	0.03695591289
763	0.03692865082
764	0.03687784144
765	0.03681846595
766	0.03679447036
767	0.03674598859
768	0.03671422108
769	0.03666926999
770	0.03661634625
771	0.03655670956
772	0.03652765046
773	0.03650737767
774	0.03648827709
775	0.03644634791
776	0.0363976425
777	0.03635238473
778	0.03633625276
779	0.03628756035
780	0.03625568939
781	0.03621554357
782	0.03615989696
783	0.0361120506
784	0.036041437
785	0.03599672032
786	0.03594301551
787	0.03592047825
788	0.03589853169
789	0.03587907286
790	0.03583368327
791	0.03580156448
792	0.03578569628
793	0.03571677203
794	0.03570870852
795	0.03565765869
796	0.03562640074
797	0.03557650683
798	0.03554797653
799	0.0355310353
800	0.03549712785
801	0.03547391664
802	0.03542958683
803	0.03541123468
804	0.03536676537
805	0.03529584731
806	0.03523974276
807	0.03519173207
808	0.03516566806
809	0.03512083157
810	0.03506613818
811	0.03498268219
812	0.03495211274
813	0.03493930625
814	0.03488849008
815	0.03486014826
816	0.03483357948
817	0.03480915702
818	0.0347683982
819	0.03472718585
820	0.03466965079
821	0.03461699644
822	0.03459808361
823	0.03455050815
824	0.03452256879
825	0.03450518689
826	0.03442260472
827	0.03438117491
828	0.0343506456
829	0.03430702127
830	0.03425851383
831	0.03421455448
832	0.03415698609
833	0.03412261959
834	0.03409562549
835	0.03404032999
836	0.03402224351
837	0.033977596
838	0.03395381859
839	0.0338970949
840	0.03385756793
841	0.03379800991
842	0.03374616792
843	0.03370533619
844	0.03367550632
845	0.03363545567
846	0.03359045646
847	0.03354583704
848	0.03350754036
849	0.03346159017
850	0.0334291879
851	0.03337835218
852	0.0333373724
853	0.03327384826
854	0.03323435327
855	0.0331970143
856	0.03314651248
857	0.03308468049
858	0.03306154437
859	0.03300863657
860	0.03296790337
861	0.03291263726
862	0.03286536674
863	0.03284593076
864	0.03279057384
865	0.03273538105
866	0.03269614541
867	0.03264304357
868	0.03259040364
869	0.0325500943
870	0.03251856609
871	0.03246091648
872	0.03242293455
873	0.03235945575
874	0.03231824392
875	0.03225892642
876	0.03217548269
877	0.03214365749
878	0.03210379931
879	0.03205917609
880	0.03203820767
881	0.03199698972
882	0.03195436922
883	0.03192117067
884	0.03190527817
885	0.03185859984
886	0.03180660065
887	0.03176752673
888	0.03172613045
889	0.03167079062
890	0.03163185578
891	0.0315718793
892	0.03150937856
893	0.03147108047
894	0.03142152373
895	0.0313686907
896	0.03134135223
897	0.03130053926
898	0.03128699731
899	0.03124448649
900	0.03118549335
901	0.03114496199
902	0.03110505386
903	0.0310829412
904	0.03104139034
905	0.03101271477
906	0.0309744443
907	0.03092113898
908	0.03086935289
909	0.03082465177
910	0.03079955127
911	0.03075674806
912	0.03072593459
913	0.03069967746
914	0.03062656271
915	0.03059074228
916	0.03053913278
917	0.03052233816
918	0.03048332969
919	0.0304475297
920	0.03039962676
921	0.03034124592
922	0.03030609412
923	0.03026222667
924	0.03022943075
925	0.03019108498
926	0.03014513046
927	0.03009676643
928	0.03004311895
929	0.03002006379
930	0.02997069011
931	0.02992872894
932	0.02987742425
933	0.02984484563
934	0.02980780438
935	0.02977585878
936	0.02972073072
937	0.02968523763
938	0.02963300175
939	0.02958011438
940	0.0295399888
941	0.029507167
942	0.02947601224
943	0.0294262796
944	0.02939419209
945	0.0293369645
946	0.0292970867
947	0.02925562063
948	0.02922252404
949	0.02917709039
950	0.02913789643
951	0.02908843741
952	0.02907003238
953	0.0290352533
954	0.02895744982
955	0.02891995905
956	0.02888692943
957	0.02884824972
958	0.02881274647
959	0.02877630071
960	0.02874193297
961	0.02870566694
962	0.0286623858
963	0.02862219666
964	0.02860030354
965	0.02855790083
966	0.02849655831
967	0.0284655441
968	0.02841954802
969	0.02838884402
970	0.02835346988
971	0.02830599873
972	0.02826860421
973	0.02823418249
974	0.0282016208
975	0.02817044505
976	0.02812519521
977	0.02808879299
978	0.02806451726
979	0.0280190532
980	0.02798167545
981	0.02793738389
982	0.02788447171
983	0.02784938033
984	0.02780849652
985	0.02773723917
986	0.02768134362
987	0.02762457428
988	0.02759107762
989	0.02756238089
990	0.02752786266
991	0.02749669637
992	0.02746376857
993	0.02743100881
994	0.02739545066
995	0.0273574282
996	0.02730649971
997	0.02727594614
998	0.02723695533
999	0.02719934231
